Report generated 27 January 2026 02:19:27 PM

"Information on the Medicine Shortage Reports Database"
"The TGA publishes information about medicines in Australia that are in shortage, may shortly become subject to shortage or have been discontinued from supply. This information is based on details provided to the TGA by sponsors and is published on the TGA’s Medicine Shortage Reports Database."
"More information about medicine shortages is available at https://www.tga.gov.au/hubs/medicine-shortages."
""
"About the release of this information"
"While reasonable care is taken to ensure that the information is an accurate record of medicine shortages or discontinuations of supply that responsible entities have reported to the TGA, the TGA does not guarantee or warrant the accuracy, reliability, completeness or currency of the information (particularly as the Medicine Shortage Reports Database is subject to frequent updates because of the mandatory reporting requirements) or its usefulness in achieving any purpose."
"To the fullest extent permitted by law, including but not limited to section 61A of the Therapeutic Goods Act 1989, the TGA will not be liable for any loss, damage, cost or expense incurred in or arising by reason of any person relying on this information."

"ARTG ID","ARTG name","Active ingredients","Dosage form","Quantity of active ingredients","Sponsor","Phone","Shortage status","Supply impact start date","Supply impact end date","Deletion from market","Shortage impact rating","Availability","Reason","Management action","Last updated"
"125434","DOLAPRIL 2 trandolapril 2 mg capsule blister pack","trandolapril","Capsule","2 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","23/10/2025","27/03/2026",,"Low","Unavailable","Unexpected increase in demand due to other sponsors unable to supply","Alternative brand is available.","8/01/2026"
"125435","DOLAPRIL 4 trandolapril 4 mg capsule blister pack","trandolapril","Capsule","4 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","8/01/2026","27/03/2026",,"Low","Limited Availability","Manufacturing","An alternative brand is available.","9/01/2026"
"125661","METFORMIN SANDOZ metformin hydrochloride 500mg tablet blister pack","metformin hydrochloride","Tablet, film coated","500 mg","Sandoz Pty Ltd","1800 726 369","Current","24/10/2024","31/12/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","1/08/2025"
"125662","METFORMIN SANDOZ metformin hydrochloride 850mg tablet blister pack","metformin hydrochloride","Tablet, film coated","850 mg","Sandoz Pty Ltd","1800726369","Current","3/04/2025","1/12/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","10/12/2025"
"12567","CALCIUM RESONIUM calcium polystyrene sulfonate powder can","calcium polystyrene sulfonate","Powder","999.3 mg/g","Sanofi-Aventis Australia Pty Ltd","1800818806","Anticipated","2/02/2026","30/04/2026",,"Medium","Available","Manufacturing","","29/10/2025"
"126148","RISPERIDONE SANDOZ  risperidone 1mg film-coated tablet in blister pack","risperidone","Tablet, film coated","1 mg","Sandoz Pty Ltd","1800726369","Resolved","28/08/2025","26/10/2025",,"Low","Available","Manufacturing","","29/10/2025"
"126159","RISPERIDONE SANDOZ  risperidone 3mg film-coated tablet in blister pack","risperidone","Tablet, film coated","3 mg","Sandoz Pty Ltd","1800726369","Current","29/05/2025","8/12/2025",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","17/11/2025"
"12723","Pfizer (Australia) DAUNORUBICIN (as hydrochloride) 20mg/10mL injection vial","daunorubicin","Injection, solution","20 mg","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"1/05/2025","Critical","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","The product will be replaced by: PFIZER DAUNORUBICIN daunorubicin (as hydrochloride) 18.7 mg powder for injection vial	 ARTG 399600","15/10/2024"
"12801","ISOPTIN SR 240mg verapamil hydrochloride tablet blister pack","verapamil hydrochloride","Tablet, film coated","240 mg","Viatris Pty Ltd","1800 314 527","Resolved","26/11/2025","12/01/2026",,"Low","Available","Manufacturing","","13/01/2026"
"12980","DIBENYLINE phenoxybenzamine hydrochloride 10mg capsule jar","phenoxybenzamine hydrochloride","Capsule, hard","10 mg","Amdipharm Mercury Australia Pty Ltd","02 9431 6333","Current","1/10/2008","30/06/2026",,"Critical","Unavailable","Manufacturing","An unregistered product has been approved for supply under Section 19A. See the website: https://www.tga.gov.au/ws-sl9a-index and search for the active ingredient.","28/07/2025"
"130301","TECHNELITE Molybdenum(99Mo)/Technetium(99mTc) sterile Generator for production of Sodium pertechnetate(99mTc) injection multidose vial","sodium pertechnetate(99mTc)","Injection, solution","18.5 GBq","Global Medical Solutions Australia Pty Limited","95038100","Current","30/11/2020","31/12/2026",,"Medium","Unavailable","Manufacturing","Alternative products are available. An unregistered product has been approved for supply under Section 19A. The approval holder, Global Medical Solutions Australia Pty Ltd, can be contacted for details on supply on 02 9503 8100.","2/05/2025"
"131444","ERYTHROCIN IV erythromycin 1g (as lactobionate) powder for injection vial","erythromycin lactobionate","Injection, powder for","1515 mg","Amdipharm Mercury Australia Pty Ltd","1800627680","Anticipated","30/04/2026","31/12/2026",,"Medium","Available","Manufacturing","","23/12/2025"
"132251","ARX MORPHINE MR morphine sulfate pentahydrate 10 mg modified release  tablet blister packs","morphine sulfate pentahydrate","Tablet, modified release","10 mg","Southern Cross Pharma Pty Ltd","03 9809 7900","Current","10/05/2022","28/02/2026",,"Low","Unavailable","Manufacturing","An alternative brand is available.","2/01/2026"
"132254","ARX MORPHINE MR morphine sulfate pentahydrate 30 mg modified release  tablet blister packs","morphine sulfate pentahydrate","Tablet, modified release","30 mg","Southern Cross Pharma Pty Ltd","03 9809 7900","Current","18/11/2022","28/02/2026",,"Low","Unavailable","Manufacturing","An alternative brand is available.","2/01/2026"
"132256","ARX MORPHINE MR morphine sulfate pentahydrate 60 mg modified release  tablet blister packs","morphine sulfate pentahydrate","Tablet, modified release","60 mg","Southern Cross Pharma Pty Ltd","039897900","Current","14/02/2023","28/02/2026",,"Low","Unavailable","Manufacturing","An alternative brand is available","2/01/2026"
"132258","ARX MORPHINE MR morphine sulfate pentahydrate 100 mg modified release tablet blister packs","morphine sulfate pentahydrate","Tablet, modified release","100 mg","Southern Cross Pharma Pty Ltd","03 9809 7900","Current","19/04/2023","28/02/2026",,"Low","Unavailable","Manufacturing","An alternative brand is available","2/01/2026"
"133463","FLUCONAZOLE-BAXTER fluconazole 100mg/50mL solution for injection vial","fluconazole","Injection, solution","2 mg/mL","Baxter Healthcare Pty Ltd","1300302409","Discontinued",,,"30/04/2025","Low","Reduction in supply until supply is exhausted","Manufacturing","An alternative generic product is available.","2/05/2025"
"133468","FLUCONAZOLE-BAXTER fluconazole 200mg/100mL solution for injection vial","fluconazole","Injection, solution","2 mg/mL","Baxter Healthcare Pty Ltd","1300302409","Discontinued",,,"30/06/2026","Low","Reduction in supply until supply is exhausted","Manufacturing","An alternative generic product is available.","14/03/2025"
"13363","MIACALCIC calcitonin salmon (salcatonin) 100IU/1mL injection ampoule","calcitonin salmon","Injection, solution","100 IU/mL","Chiesi Australia Pty Ltd","1800943587","Anticipated","30/01/2026","23/02/2026",,"Medium","Available","Unexpected increase in consumer demand","The sponsor is working to expedite the next shipment.","23/01/2026"
"13383","SYNTOCINON oxytocin 10 IU/1 mL injection ampoule","oxytocin","Injection, solution","10 IU/mL","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Discontinued",,,"23/04/2025","Low","Reduction in supply until supply is exhausted","Unexpected increase in consumer demand","Unregistered products have been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","24/04/2025"
"13395","SYNTOCINON oxytocin 5 IU/1 mL injection ampoule","oxytocin","Injection, solution","5 IU/mL","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Discontinued",,,"19/02/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available. Unregistered products have been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","24/04/2025"
"134540","XYLOCAINE 10% PUMP SPRAY lidocaine 10mg/100uL dose spray solution pump actuated aerosol","lidocaine","Spray, solution","100 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Anticipated","2/02/2026","1/04/2026",,"Low","Available","Manufacturing","The sponsor is working to expedite the next shipment.","22/01/2026"
"13455","ISONIAZID 100mg tablet bottle","isoniazid","Tablet, uncoated","100 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","3/04/2026","22/05/2026",,"Critical","Available","Manufacturing","","9/01/2026"
"134967","REYATAZ atazanavir (as sulfate) 300mg capsule bottle","atazanavir sulfate","Capsule, hard","341.69 mg","Bristol-Myers Squibb Australia Pty Ltd","1800 067 567","Discontinued",,,"30/06/2026","Medium","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Patients are advised to consult their healthcare professional to discuss alternative treatment options.","13/06/2025"
"135552","EPIRAMAX 25 topiramate 25 mg tablets blister pack","topiramate","Tablet, film coated","25 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","27/08/2025","16/01/2026",,"Low","Available","Manufacturing","","19/01/2026"
"135592","EPIRAMAX 50 topiramate 50 mg tablets blister pack","topiramate","Tablet, film coated","50 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","18/12/2025","18/12/2025",,"Low","Available","Manufacturing","","19/12/2025"
"135650","APO-CIPROFLOXACIN ciprofloxacin 250mg  (as hydrochloride) tablet blister pack","ciprofloxacin hydrochloride","Tablet, film coated","277.5 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","28/03/2025","13/03/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","16/10/2025"
"135651","APO-CIPROFLOXACIN ciprofloxacin 500mg (as hydrochloride) tablet blister pack","ciprofloxacin hydrochloride","Tablet, film coated","555 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","8/01/2026","20/02/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available.","8/01/2026"
"135652","APO-CIPROFLOXACIN ciprofloxacin 750mg (as hydrochloride) tablet blister pack","ciprofloxacin hydrochloride","Tablet, film coated","832.5 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","18/12/2025","3/04/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","22/01/2026"
"135858","CALUTEX bicalutamide 50 mg tablets blister pack","bicalutamide","Tablet, film coated","50 mg","Aspen Pharma Pty Ltd","1300659646","Discontinued",,,"1/05/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","31/03/2025"
"13727","HYPNOVEL midazolam 15mg/3mL (as hydrochloride) injection ampoule","midazolam","Injection, solution","5 mg/mL","Pharmaco Australia Ltd","1800201564","Current","21/07/2025","31/03/2026",,"Low","Limited Availability","Manufacturing","The sponsor is closely controlling the supply. Alternative generic products are available.","28/11/2025"
"13779","HYPNOVEL midazolam 5mg/5mL (as hydrochloride) injection ampoule","midazolam","Injection, solution","1 mg/mL","Pharmaco Australia Ltd","1800201564","Current","18/12/2025","16/02/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available.","22/12/2025"
"139607","TENAXIL SR 1.5 mg indapamide hemihydrate 1.5mg tablets blister pack","indapamide hemihydrate","Tablet, modified release","1.5 mg","Servier Laboratories (Aust) Pty Ltd","1300 927 769","Discontinued",,,"31/05/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","31/07/2025"
"139608","ODAPLIX SR 1.5mg indapamide hemihydrate1.5mg tablet blister pack","indapamide hemihydrate","Tablet, modified release","1.5 mg","Servier Laboratories (Aust) Pty Ltd","1800 274 276","Discontinued",,,"31/08/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","29/05/2025"
"140576","TWINRIX JUNIOR (combined hepatitis A & hepatitis B vaccine) 0.5 mL injection pre-filled syringe thiomersal & preservative free","Hepatitis a virus antigen~Hepatitis B surface antigen recombinant","Injection, suspension","720 ELISA unit/mL~20 microgram/mL","GlaxoSmithKline Australia Pty Ltd","1800033109","Discontinued",,,"1/07/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","","15/04/2025"
"142075","GLAUMOX acetazolamide (as sodium) 500 mg powder for injection vial","acetazolamide sodium","Injection, powder for","549.5 mg","Phebra Pty Ltd","1800 720 020","Current","1/03/2023","30/06/2026",,"Low","Unavailable","Manufacturing","Overseas registered products have been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","27/11/2025"
"142239","CLOPINE SUSPENSION clozapine 50 mg/mL oral liquid bottle","clozapine","Oral Liquid, suspension","50 mg/mL","Pfizer Australia Pty Ltd","1800 675 229","Current","1/05/2018","31/01/2026",,"Medium","Unavailable","Manufacturing","An overseas registered product has been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","3/11/2025"
"142803","VALACICLOVIR RBX valaciclovir (as valaciclovir hydrochloride) 500 mg tablet blister pack","valaciclovir","Tablet, film coated","500 mg","Sun Pharma ANZ Pty Ltd","0298872600","Resolved","24/04/2025","8/12/2025",,"Low","Available","Manufacturing","","16/12/2025"
"142906","PROPOFOL-LIPURO 1% (200 mg/20 mL) propofol injection / infusion ampoule","propofol","Injection, intravenous infusion","10 mg/mL","B Braun Australia Pty Ltd","0407660243","Anticipated","1/02/2026","23/02/2026",,"Medium","Available","Transport / Logistic issues / Storage capacity issues","Alternative brands are available. Sponsor is working to expedite the next shipment.","15/01/2026"
"14326","RADPHARM DMSA kit for the production of Technetium (99mTc) succimer powder for injection multidose vial","succimer","Injection, powder for","1 mg","Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific","9503 8100","Current","1/01/2013","31/12/2026",,"Medium","Unavailable","Manufacturing","An unregistered product has been approved for supply under Section 19A. See the website: https://www.tga.gov.au/ws-s19a-index and search for the active ingredient.","3/01/2024"
"14327","RADPHARM DTPA kit for production of Technetium (99mTc) pentetate powder for injection multidose vial","pentetic acid","Injection, powder for","5 mg","Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific","95038100","Current","16/10/2024","31/03/2026",,"Medium","Unavailable","Manufacturing","Sponsor is working to expedite the next shipment.","27/11/2025"
"14328","RADPHARM PYP kit for the preparation of Technetium (99mTc) tin pyrophosphate powder for injection multidose vial","sodium pyrophosphate","Injection, powder for","30 mg","Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific","95038100","Current","26/09/2024","30/06/2026",,"Critical","Unavailable","Manufacturing","An unregistered product has been approved for supply under Section 19A. The approval holder, Global Medical Solutions, can be contacted for details on supply on 02 9503 8100.","18/12/2025"
"14329","RADPHARM DIDA kit for the production of Technetium (99mTc) etifenin powder for injection multidose vial","stannous chloride~etifenin","Injection, powder for",".42 mg~20 mg","Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific","95038100","Current","1/01/2003","31/10/2027",,"Medium","Unavailable","Manufacturing","","28/10/2025"
"14330","RADPHARM MDP kit for the production of Technetium (99mTc) medronate powder for injection multidose vial","medronic acid","Injection, powder for","10 mg","Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific","95038100","Current","18/10/2024","28/02/2026",,"Low","Unavailable","Manufacturing","An alternative product is available.","25/11/2025"
"14332","RADPHARM COLLOID kit for the preparation of Technetium(99mTc) calcium phytate injection composite pack","fytic acid~calcium chloride dihydrate~potassium hydrogen phthalate","Injection, powder for~Injection, solution","23.4 mg~13.68 mg/mL~5 mg/mL","Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific","02 9503 8100","Current","19/10/2016","31/12/2026",,"Critical","Unavailable","Commercial Changes / Commercial viability","An unregistered product has been approved for supply under Section 19A. Please contact the approval holder for details on supply: Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific - Ph: 02 9503 8100","2/01/2024"
